ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7701EW0041,Count,Person,"Driving a car or van, 40km to less than 60km"
WP7701EW0042,Count,Person,"Driving a car or van, 60km and over"
WP7701EW0043,Count,Person,"Driving a car or van, Work mainly at or from home"
WP7701EW0044,Count,Person,"Driving a car or van, No fixed place"
WP7701EW0045,Count,Person,"Bicycle, All categories: Distance travelled to work"
WP7701EW0046,Count,Person,"Bicycle, Less than 2km"
WP7701EW0047,Count,Person,"Bicycle, 2km to less than 5km"
WP7701EW0048,Count,Person,"Bicycle, 5km to less than 10km"
WP7701EW0049,Count,Person,"Bicycle, 10km to less than 20km"
WP7701EW0050,Count,Person,"Bicycle, 20km to less than 30km"
WP7701EW0051,Count,Person,"Bicycle, 30km to less than 40km"
WP7701EW0052,Count,Person,"Bicycle, 40km to less than 60km"
WP7701EW0053,Count,Person,"Bicycle, 60km and over"
WP7701EW0054,Count,Person,"Bicycle, Work mainly at or from home"
WP7701EW0055,Count,Person,"Bicycle, No fixed place"
WP7701EW0056,Count,Person,"On foot, All categories: Distance travelled to work"
WP7701EW0057,Count,Person,"On foot, Less than 2km"
WP7701EW0058,Count,Person,"On foot, 2km to less than 5km"
WP7701EW0059,Count,Person,"On foot, 5km to less than 10km"
WP7701EW0060,Count,Person,"On foot, 10km to less than 20km"
WP7701EW0061,Count,Person,"On foot, 20km to less than 30km"
WP7701EW0062,Count,Person,"On foot, 30km to less than 40km"
WP7701EW0063,Count,Person,"On foot, 40km to less than 60km"
WP7701EW0064,Count,Person,"On foot, 60km and over"
WP7701EW0065,Count,Person,"On foot, Work mainly at or from home"
WP7701EW0066,Count,Person,"On foot, No fixed place"
WP7701EW0067,Count,Person,"All other methods of travel to work, All categories: Distance travelled to work"
WP7701EW0068,Count,Person,"All other methods of travel to work, Less than 2km"
WP7701EW0069,Count,Person,"All other methods of travel to work, 2km to less than 5km"
WP7701EW0070,Count,Person,"All other methods of travel to work, 5km to less than 10km"
WP7701EW0071,Count,Person,"All other methods of travel to work, 10km to less than 20km"
WP7701EW0072,Count,Person,"All other methods of travel to work, 20km to less than 30km"
WP7701EW0073,Count,Person,"All other methods of travel to work, 30km to less than 40km"
WP7701EW0074,Count,Person,"All other methods of travel to work, 40km to less than 60km"
WP7701EW0075,Count,Person,"All other methods of travel to work, 60km and over"
WP7701EW0076,Count,Person,"All other methods of travel to work, Work mainly at or from home"
WP7701EW0077,Count,Person,"All other methods of travel to work, No fixed place"
