ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP212EW0054,Count,Person,Y Dwyrain Canol ac Asia: De-ddwyrain Asia: Singapôr
WP212EW0055,Count,Person,Y Dwyrain Canol ac Asia: De-ddwyrain Asia: De-ddwyrain Asia arall
WP212EW0056,Count,Person,Y Dwyrain Canol ac Asia: Canol Asia
WP212EW0057,Count,Person,Cyfandiroedd America a'r Caribî: Cyfanswm
WP212EW0058,Count,Person,Cyfandiroedd America a'r Caribî: Gogledd America: Cyfanswm
WP212EW0059,Count,Person,Cyfandiroedd America a'r Caribî: Gogledd America: Canada
WP212EW0060,Count,Person,Cyfandiroedd America a'r Caribî: Gogledd America: Yr Unol Daleithiau
WP212EW0061,Count,Person,Cyfandiroedd America a'r Caribî: Canolbarth America
WP212EW0062,Count,Person,Cyfandiroedd America a'r Caribî: De America
WP212EW0063,Count,Person,Cyfandiroedd America a'r Caribî: Y Caribî: Cyfanswm
WP212EW0064,Count,Person,Cyfandiroedd America a'r Caribî: Y Caribî: Jamaica
WP212EW0065,Count,Person,Cyfandiroedd America a'r Caribî: Y Caribî: Y Caribî arall
WP212EW0066,Count,Person,Antarctica ac Ynys y De: Cyfanswm
WP212EW0067,Count,Person,Antarctica ac Ynys y De: Awstralasia: Cyfanswm
WP212EW0068,Count,Person,Antarctica ac Ynys y De: Awstralasia: Awstralia
WP212EW0069,Count,Person,Antarctica ac Ynys y De: Awstralasia: Seland Newydd
WP212EW0070,Count,Person,Antarctica ac Ynys y De: Ynys y De arall
WP212EW0071,Count,Person,Tiriogaethau Tramor Prydain
WP212EW0072,Count,Person,Dim pasbort
