ColumnVariableCode,ColumnVariableMeasurementUnitValue,ColumnVariableStatisticalUnitValue,ColumnVariableCodeValue,ColumnVariableParentCodeValue
GeographyCode,,,Geography Code
WP212EW0001,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cMo2kc,
WP212EW0002,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cNiHHZ,
WP212EW0003,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@United@20@Kingdom,
WP212EW0004,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Ireland,
WP212EW0005,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cOYUwZ,
WP212EW0006,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cPXkhN,
WP212EW0007,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cQNy8X,
WP212EW0008,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@France,
WP212EW0009,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@Germany,
WP212EW0010,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@Italy,
WP212EW0011,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@Portugal,
WP212EW0012,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@Spain,
WP212EW0013,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Member@20@countries@20@in@20@March@20@2001@3a@@20@Other@20@member@20@countries@20@in@20@March@20@2001,
WP212EW0014,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_@23@@23@va@2e@rcd@2e@rpt@2e@PSPTEL@5f@PSSPUK11@5f@T072A@2e@T4cRmKyL,
WP212EW0015,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Accession@20@countries@20@April@20@2001@20@to@20@March@20@2011@3a@@20@Lithuania,
WP212EW0016,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Accession@20@countries@20@April@20@2001@20@to@20@March@20@2011@3a@@20@Poland,
WP212EW0017,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Accession@20@countries@20@April@20@2001@20@to@20@March@20@2011@3a@@20@Romania,
WP212EW0018,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_PSPTEL@5f@PSSPUK11@5f@T072A|UDF@3a@PSPTEL_PSSPUK11@3a@@20@Passport_Europe@3a@@20@Other@20@Europe@3a@@20@EU@20@countries@3a@@20@Accession@20@countries@20@April@20@2001@20@to@20@March@20@2011@3a@@20@Other@20@EU@20@accession@20@countries,
