ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7606EW0001,Count,Person,"Pob categori: Pellter teithio i'r gwaith, Pob categori: Diwydiant"
WP7606EW0002,Count,Person,"Pob categori: Pellter teithio i'r gwaith, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0003,Count,Person,"Pob categori: Pellter teithio i'r gwaith, C Gweithgynhyrchu"
WP7606EW0004,Count,Person,"Pob categori: Pellter teithio i'r gwaith, B, D, E Ynni a dŵr"
WP7606EW0005,Count,Person,"Pob categori: Pellter teithio i'r gwaith, F Adeiladu"
WP7606EW0006,Count,Person,"Pob categori: Pellter teithio i'r gwaith, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0007,Count,Person,"Pob categori: Pellter teithio i'r gwaith, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0008,Count,Person,"Pob categori: Pellter teithio i'r gwaith, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0009,Count,Person,"Pob categori: Pellter teithio i'r gwaith, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0010,Count,Person,"Pob categori: Pellter teithio i'r gwaith, R, S, T, U Arall"
WP7606EW0011,Count,Person,"Llai na 5km, Pob categori: Diwydiant"
WP7606EW0012,Count,Person,"Llai na 5km, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0013,Count,Person,"Llai na 5km, C Gweithgynhyrchu"
WP7606EW0014,Count,Person,"Llai na 5km, B, D, E Ynni a dŵr"
WP7606EW0015,Count,Person,"Llai na 5km, F Adeiladu"
WP7606EW0016,Count,Person,"Llai na 5km, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0017,Count,Person,"Llai na 5km, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0018,Count,Person,"Llai na 5km, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0019,Count,Person,"Llai na 5km, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0020,Count,Person,"Llai na 5km, R, S, T, U Arall"
WP7606EW0021,Count,Person,"5km i lai na 10km, Pob categori: Diwydiant"
WP7606EW0022,Count,Person,"5km i lai na 10km, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0023,Count,Person,"5km i lai na 10km, C Gweithgynhyrchu"
WP7606EW0024,Count,Person,"5km i lai na 10km, B, D, E Ynni a dŵr"
WP7606EW0025,Count,Person,"5km i lai na 10km, F Adeiladu"
WP7606EW0026,Count,Person,"5km i lai na 10km, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0027,Count,Person,"5km i lai na 10km, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0028,Count,Person,"5km i lai na 10km, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0029,Count,Person,"5km i lai na 10km, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0030,Count,Person,"5km i lai na 10km, R, S, T, U Arall"
WP7606EW0031,Count,Person,"10km i lai na 30km, Pob categori: Diwydiant"
WP7606EW0032,Count,Person,"10km i lai na 30km, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0033,Count,Person,"10km i lai na 30km, C Gweithgynhyrchu"
WP7606EW0034,Count,Person,"10km i lai na 30km, B, D, E Ynni a dŵr"
WP7606EW0035,Count,Person,"10km i lai na 30km, F Adeiladu"
WP7606EW0036,Count,Person,"10km i lai na 30km, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0037,Count,Person,"10km i lai na 30km, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0038,Count,Person,"10km i lai na 30km, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0039,Count,Person,"10km i lai na 30km, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0040,Count,Person,"10km i lai na 30km, R, S, T, U Arall"
WP7606EW0041,Count,Person,"30km i lai na 60km, Pob categori: Diwydiant"
WP7606EW0042,Count,Person,"30km i lai na 60km, A Amaethyddiaeth, coedwigaeth a physgota"
