ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7606EW0043,Count,Person,"30km i lai na 60km, C Gweithgynhyrchu"
WP7606EW0044,Count,Person,"30km i lai na 60km, B, D, E Ynni a dŵr"
WP7606EW0045,Count,Person,"30km i lai na 60km, F Adeiladu"
WP7606EW0046,Count,Person,"30km i lai na 60km, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0047,Count,Person,"30km i lai na 60km, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0048,Count,Person,"30km i lai na 60km, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0049,Count,Person,"30km i lai na 60km, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0050,Count,Person,"30km i lai na 60km, R, S, T, U Arall"
WP7606EW0051,Count,Person,"60km a throsodd, Pob categori: Diwydiant"
WP7606EW0052,Count,Person,"60km a throsodd, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0053,Count,Person,"60km a throsodd, C Gweithgynhyrchu"
WP7606EW0054,Count,Person,"60km a throsodd, B, D, E Ynni a dŵr"
WP7606EW0055,Count,Person,"60km a throsodd, F Adeiladu"
WP7606EW0056,Count,Person,"60km a throsodd, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0057,Count,Person,"60km a throsodd, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0058,Count,Person,"60km a throsodd, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0059,Count,Person,"60km a throsodd, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0060,Count,Person,"60km a throsodd, R, S, T, U Arall"
WP7606EW0061,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, Pob categori: Diwydiant"
WP7606EW0062,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0063,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, C Gweithgynhyrchu"
WP7606EW0064,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, B, D, E Ynni a dŵr"
WP7606EW0065,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, F Adeiladu"
WP7606EW0066,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0067,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0068,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0069,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0070,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, R, S, T, U Arall"
WP7606EW0071,Count,Person,"Dim gweithle penodol, Pob categori: Diwydiant"
WP7606EW0072,Count,Person,"Dim gweithle penodol, A Amaethyddiaeth, coedwigaeth a physgota"
WP7606EW0073,Count,Person,"Dim gweithle penodol, C Gweithgynhyrchu"
WP7606EW0074,Count,Person,"Dim gweithle penodol, B, D, E Ynni a dŵr"
WP7606EW0075,Count,Person,"Dim gweithle penodol, F Adeiladu"
WP7606EW0076,Count,Person,"Dim gweithle penodol, G, I Dosbarthu, gwestai a bwytai"
WP7606EW0077,Count,Person,"Dim gweithle penodol, H, J Trafnidiaeth a chyfathrebu"
WP7606EW0078,Count,Person,"Dim gweithle penodol, K, L, M, N Gweithgareddau Ariannol, Eiddo Tiriog, Proffesiynol a Gweinyddol"
WP7606EW0079,Count,Person,"Dim gweithle penodol, O, P, Q Gweinyddiaeth gyhoeddus, addysg ac iechyd"
WP7606EW0080,Count,Person,"Dim gweithle penodol, R, S, T, U Arall"
