ColumnVariableCode,ColumnVariableMeasurementUnitValue,ColumnVariableStatisticalUnitValue,ColumnVariableCodeValue,ColumnVariableParentCodeValue
GeographyCode,,,Geography Code
WP204EW0001,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_@23@@23@va@2e@rcd@2e@rpt@2e@MAINLANGPRF11@5f@MAINLANG@5f@T103A@2e@T4x9Upa6,
WP204EW0002,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_English@20@@28@English@20@or@20@Welsh@20@in@20@Wales@29@,
WP204EW0003,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Welsh@2f@Cymraeg@20@@28@in@20@England@20@only@29@,
WP204EW0004,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_@23@@23@va@2e@rcd@2e@rpt@2e@MAINLANGPRF11@5f@MAINLANG@5f@T103A@2e@T4xA8zyV,
WP204EW0005,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Gaelic@20@@28@Irish@29@,
WP204EW0006,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Gaelic@20@@28@Scottish@29@,
WP204EW0007,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Manx@20@Gaelic,
WP204EW0008,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Gaelic@20@@28@Not@20@otherwise@20@specified@29@,
WP204EW0009,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Cornish,
WP204EW0010,count,F_PERSON_F@5f@PERSON,F@5f@PERSON_MAINLANGPRF11@5f@MAINLANG@5f@T103A|UDF@3a@MAINLANGPRF11_MAINLANG@20@1@3a@@20@Main@20@language_Other@20@UK@20@language@3a@@20@Scots,
