ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP204EW0077,Count,Person,East Asian language: East Asian language (all other)
WP204EW0078,Count,Person,Oceanic/Australian language (any)
WP204EW0079,Count,Person,North/South American language (any)
WP204EW0080,Count,Person,Caribbean Creole: Total
WP204EW0081,Count,Person,Caribbean Creole: Caribbean Creole (English-based)
WP204EW0082,Count,Person,Caribbean Creole: Caribbean Creole (all other)
WP204EW0083,Count,Person,African language: Total
WP204EW0084,Count,Person,African language: Amharic
WP204EW0085,Count,Person,African language: Tigrinya
WP204EW0086,Count,Person,African language: Somali
WP204EW0087,Count,Person,African language: Krio
WP204EW0088,Count,Person,African language: Akan
WP204EW0089,Count,Person,African language: Yoruba
WP204EW0090,Count,Person,African language: Igbo
WP204EW0091,Count,Person,African language: Swahili/Kiswahili
WP204EW0092,Count,Person,African language: Luganda
WP204EW0093,Count,Person,African language: Lingala
WP204EW0094,Count,Person,African language: Shona
WP204EW0095,Count,Person,African language: Afrikaans
WP204EW0096,Count,Person,African language: Any other Nigerian language
WP204EW0097,Count,Person,African language: West African language (all other)
WP204EW0098,Count,Person,African language: African language (all other)
WP204EW0099,Count,Person,Sign language: Total
WP204EW0100,Count,Person,Sign language: British Sign Language
WP204EW0101,Count,Person,Sign language: Sign language (all other)
WP204EW0102,Count,Person,Sign language: Any Sign communication system
WP204EW0103,Count,Person,Other language
