ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP204EW0001,Count,Person,Pob categori: Prif iaith
WP204EW0002,Count,Person,Saesneg (Cymraeg neu Saesneg yng Nghymru)
WP204EW0003,Count,Person,Cymraeg (yn Lloegr yn unig)
WP204EW0004,Count,Person,Ieithoedd eraill y DU: Cyfanswm
WP204EW0005,Count,Person,Ieithoedd eraill y DU: Gaeleg (Gwyddeleg)
WP204EW0006,Count,Person,Ieithoedd eraill y DU: Gaeleg (yr Alban)
WP204EW0007,Count,Person,Ieithoedd eraill y DU: Gaeleg Ynys Manaw
WP204EW0008,Count,Person,Ieithoedd eraill y DU: Gaeleg (Heb ei nodi fel arall)
WP204EW0009,Count,Person,Ieithoedd eraill y DU: Cernyweg
WP204EW0010,Count,Person,Ieithoedd eraill y DU: Sgoteg
WP204EW0011,Count,Person,Ieithoedd eraill y DU: Ieithoedd Sipsiwn/Teithwyr
WP204EW0012,Count,Person,Ffrangeg
WP204EW0013,Count,Person,Portiwgaleg
WP204EW0014,Count,Person,Sbaeneg
WP204EW0015,Count,Person,Iaith Ewropeaidd arall (UE): Cyfanswm
WP204EW0016,Count,Person,Iaith Ewropeaidd arall (UE): Eidaleg
WP204EW0017,Count,Person,Iaith Ewropeaidd arall (UE): Almaeneg
WP204EW0018,Count,Person,Iaith Ewropeaidd arall (UE): Pwyleg
WP204EW0019,Count,Person,Iaith Ewropeaidd arall (UE): Slofaceg
WP204EW0020,Count,Person,Iaith Ewropeaidd arall (UE): Tsieceg
WP204EW0021,Count,Person,Iaith Ewropeaidd arall (UE): Rwmaneg
WP204EW0022,Count,Person,Iaith Ewropeaidd arall (UE): Lithwaneg
WP204EW0023,Count,Person,Iaith Ewropeaidd arall (UE): Latfieg
WP204EW0024,Count,Person,Iaith Ewropeaidd arall (UE): Hwngareg
WP204EW0025,Count,Person,Iaith Ewropeaidd arall (UE): Bwlgareg
WP204EW0026,Count,Person,Iaith Ewropeaidd arall (UE): Groeg
WP204EW0027,Count,Person,Iaith Ewropeaidd arall (UE): Iseldireg
WP204EW0028,Count,Person,Iaith Ewropeaidd arall (UE): Swedeg
WP204EW0029,Count,Person,Iaith Ewropeaidd arall (UE): Daneg
WP204EW0030,Count,Person,Iaith Ewropeaidd arall (UE): Ffinneg
WP204EW0031,Count,Person,Iaith Ewropeaidd arall (UE): Estoneg
WP204EW0032,Count,Person,Iaith Ewropeaidd arall (UE): Slofeneg
WP204EW0033,Count,Person,Iaith Ewropeaidd arall (UE): Malteg
WP204EW0034,Count,Person,Iaith Ewropeaidd arall (UE): Unrhyw iaith Ewropeaidd arall (UE)
WP204EW0035,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Cyfanswm
WP204EW0036,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Albaneg
WP204EW0037,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Serbeg/Croateg/Bosnieg
WP204EW0038,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Wcreineg
WP204EW0039,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Unrhyw iaith arall o Ddwyrain Ewrop (nad yw o'r UE)
WP204EW0040,Count,Person,Iaith Ewropeaidd arall (nad yw o'r UE): Iaith o Ogledd Ewrop (nad yw o'r UE)
WP204EW0041,Count,Person,Iaith Ewropeaidd arall (nad yw'n iaith genedlaethol): Cyfanswm
WP204EW0042,Count,Person,Iaith Ewropeaidd arall (nad yw'n iaith genedlaethol): Iaith Romani (unrhyw un)
WP204EW0043,Count,Person,Iaith Ewropeaidd arall (nad yw'n iaith genedlaethol): Iddew-Almaeneg
WP204EW0044,Count,Person,Rwseg
WP204EW0045,Count,Person,Tyrceg
WP204EW0046,Count,Person,Arabeg
WP204EW0047,Count,Person,Iaith Gorllewin/Canol Asia: Cyfanswm
WP204EW0048,Count,Person,Iaith Gorllewin/Canol Asia: Hebraeg
WP204EW0049,Count,Person,Iaith Gorllewin/Canol Asia: Cwrdeg
WP204EW0050,Count,Person,Iaith Gorllewin/Canol Asia: Perseg/Ffarsi
WP204EW0051,Count,Person,Iaith Gorllewin/Canol Asia: Pashto
WP204EW0052,Count,Person,Iaith Gorllewin/Canol Asia: Iaith Gorllewin/Canol Asia (pob un arall)
WP204EW0053,Count,Person,Iaith De Asia: Cyfanswm
WP204EW0054,Count,Person,Iaith De Asia: Wrdw
WP204EW0055,Count,Person,Iaith De Asia: Hindi
WP204EW0056,Count,Person,Iaith De Asia: Pwnjabeg
WP204EW0057,Count,Person,Iaith De Asia: Pahari Pacistanaidd (gyda Mirpuri a Potwari)
WP204EW0058,Count,Person,Iaith De Asia: Bengaleg (gyda Sylheti a Chatgaya)
WP204EW0059,Count,Person,Iaith De Asia: Gwjarati
WP204EW0060,Count,Person,Iaith De Asia: Marati
