DatasetId,DatasetTitle,StatisticalPopulations,Annotations
WP613EW,Graddfa gymdeithasol fras (Poblogaeth y gweithle),Pob preswylydd arferol rhwng 16 a 64 oed mewn cartrefi mewn cyflogaeth yn yr ardal yn yr wythnos cyn y cyfrifiad,
