DatasetId,DatasetTitle,StatisticalPopulations,Annotations
WP201EW,Gr?p ethnig (Poblogaeth y gweithle),Pob preswylydd arferol rhwng 16 a 74 oed mewn cyflogaeth yn yr ardal yn yr wythnos cyn y cyfrifiad,
