ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP206WA0001,Count,Person,All usual residents aged 16 to 74 (Workplace population)
WP206WA0002,Count,Person,No skills in Welsh
WP206WA0003,Count,Person,Can understand spoken Welsh
WP206WA0004,Count,Person,Can speak Welsh
WP206WA0005,Count,Person,Can read Welsh
WP206WA0006,Count,Person,Can write Welsh
WP206WA0007,Count,Person,"Can speak, read or write Welsh"
WP206WA0008,Count,Person,Works in Wales but lives in England
