ColumnVariableCode,ColumnVariableMeasurementUnitValue,ColumnVariableStatisticalUnitValue,ColumnVariableCodeValue,ColumnVariableParentCodeValue
GeographyCode,,,Geography Code
WP7607EW0001,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt",
WP7607EW0002,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1",
WP7607EW0003,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2",
WP7607EW0004,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3",
WP7607EW0005,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4",
WP7607EW0006,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5",
WP7607EW0007,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_6",
WP7607EW0008,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_7",
WP7607EW0009,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_8",
WP7607EW0010,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMukwJA, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_9",
WP7607EW0011,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMv51uN, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt",
WP7607EW0012,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMv51uN, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1",
WP7607EW0013,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMv51uN, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2",
WP7607EW0014,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMv51uN, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3",
WP7607EW0015,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_AGGDTWPEW11@5f@POWPEW11@5f@T008A|UDF@3a@AGGDTWPEW11_POWPEW11@3a@@20@Distance@20@travelled@20@to@20@work@20@and@20@place@20@of@20@work@20@indicator_@23@@23@va@2e@rcd@2e@rpt@2e@AGGDTWPEW11@5f@POWPEW11@5f@T008A@2e@URMv51uN, F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4",
