ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7607EW0036,Count,Person,"10km to less than 30km, 5. Skilled trades occupations"
WP7607EW0037,Count,Person,"10km to less than 30km, 6. Caring, leisure and other service occupations"
WP7607EW0038,Count,Person,"10km to less than 30km, 7. Sales and customer service occupations"
WP7607EW0039,Count,Person,"10km to less than 30km, 8. Process, plant and machine operatives"
WP7607EW0040,Count,Person,"10km to less than 30km, 9. Elementary occupations"
WP7607EW0041,Count,Person,"30km to less than 60km, All categories: Occupation"
WP7607EW0042,Count,Person,"30km to less than 60km, 1. Managers, directors and senior officials"
WP7607EW0043,Count,Person,"30km to less than 60km, 2. Professional occupations"
WP7607EW0044,Count,Person,"30km to less than 60km, 3. Associate professional and technical occupations"
WP7607EW0045,Count,Person,"30km to less than 60km, 4. Administrative and secretarial occupations"
WP7607EW0046,Count,Person,"30km to less than 60km, 5. Skilled trades occupations"
WP7607EW0047,Count,Person,"30km to less than 60km, 6. Caring, leisure and other service occupations"
WP7607EW0048,Count,Person,"30km to less than 60km, 7. Sales and customer service occupations"
WP7607EW0049,Count,Person,"30km to less than 60km, 8. Process, plant and machine operatives"
WP7607EW0050,Count,Person,"30km to less than 60km, 9. Elementary occupations"
WP7607EW0051,Count,Person,"60km and over, All categories: Occupation"
WP7607EW0052,Count,Person,"60km and over, 1. Managers, directors and senior officials"
WP7607EW0053,Count,Person,"60km and over, 2. Professional occupations"
WP7607EW0054,Count,Person,"60km and over, 3. Associate professional and technical occupations"
WP7607EW0055,Count,Person,"60km and over, 4. Administrative and secretarial occupations"
WP7607EW0056,Count,Person,"60km and over, 5. Skilled trades occupations"
WP7607EW0057,Count,Person,"60km and over, 6. Caring, leisure and other service occupations"
WP7607EW0058,Count,Person,"60km and over, 7. Sales and customer service occupations"
WP7607EW0059,Count,Person,"60km and over, 8. Process, plant and machine operatives"
WP7607EW0060,Count,Person,"60km and over, 9. Elementary occupations"
WP7607EW0061,Count,Person,"Work mainly at or from home, All categories: Occupation"
WP7607EW0062,Count,Person,"Work mainly at or from home, 1. Managers, directors and senior officials"
WP7607EW0063,Count,Person,"Work mainly at or from home, 2. Professional occupations"
WP7607EW0064,Count,Person,"Work mainly at or from home, 3. Associate professional and technical occupations"
WP7607EW0065,Count,Person,"Work mainly at or from home, 4. Administrative and secretarial occupations"
WP7607EW0066,Count,Person,"Work mainly at or from home, 5. Skilled trades occupations"
WP7607EW0067,Count,Person,"Work mainly at or from home, 6. Caring, leisure and other service occupations"
WP7607EW0068,Count,Person,"Work mainly at or from home, 7. Sales and customer service occupations"
WP7607EW0069,Count,Person,"Work mainly at or from home, 8. Process, plant and machine operatives"
WP7607EW0070,Count,Person,"Work mainly at or from home, 9. Elementary occupations"
WP7607EW0071,Count,Person,"No fixed place, All categories: Occupation"
WP7607EW0072,Count,Person,"No fixed place, 1. Managers, directors and senior officials"
WP7607EW0073,Count,Person,"No fixed place, 2. Professional occupations"
WP7607EW0074,Count,Person,"No fixed place, 3. Associate professional and technical occupations"
WP7607EW0075,Count,Person,"No fixed place, 4. Administrative and secretarial occupations"
WP7607EW0076,Count,Person,"No fixed place, 5. Skilled trades occupations"
WP7607EW0077,Count,Person,"No fixed place, 6. Caring, leisure and other service occupations"
WP7607EW0078,Count,Person,"No fixed place, 7. Sales and customer service occupations"
WP7607EW0079,Count,Person,"No fixed place, 8. Process, plant and machine operatives"
WP7607EW0080,Count,Person,"No fixed place, 9. Elementary occupations"
