ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7101EW0049,Count,Person,"Beic, Pob categori: 16 i 74 oed"
WP7101EW0050,Count,Person,"Beic, 16 i 19 oed"
WP7101EW0051,Count,Person,"Beic, 20 i 24 oed"
WP7101EW0052,Count,Person,"Beic, 25 i 29 oed"
WP7101EW0053,Count,Person,"Beic, 30 i 34 oed"
WP7101EW0054,Count,Person,"Beic, 35 i 39 oed"
WP7101EW0055,Count,Person,"Beic, 40 i 44 oed"
WP7101EW0056,Count,Person,"Beic, 45 i 49 oed"
WP7101EW0057,Count,Person,"Beic, 50 i 54 oed"
WP7101EW0058,Count,Person,"Beic, 55 i 59 oed"
WP7101EW0059,Count,Person,"Beic, 60 i 64 oed"
WP7101EW0060,Count,Person,"Beic, 65 i 74 oed"
WP7101EW0061,Count,Person,"Cerdded, Pob categori: 16 i 74 oed"
WP7101EW0062,Count,Person,"Cerdded, 16 i 19 oed"
WP7101EW0063,Count,Person,"Cerdded, 20 i 24 oed"
WP7101EW0064,Count,Person,"Cerdded, 25 i 29 oed"
WP7101EW0065,Count,Person,"Cerdded, 30 i 34 oed"
WP7101EW0066,Count,Person,"Cerdded, 35 i 39 oed"
WP7101EW0067,Count,Person,"Cerdded, 40 i 44 oed"
WP7101EW0068,Count,Person,"Cerdded, 45 i 49 oed"
WP7101EW0069,Count,Person,"Cerdded, 50 i 54 oed"
WP7101EW0070,Count,Person,"Cerdded, 55 i 59 oed"
WP7101EW0071,Count,Person,"Cerdded, 60 i 64 oed"
WP7101EW0072,Count,Person,"Cerdded, 65 i 74 oed"
WP7101EW0073,Count,Person,"Pob dull arall o deithio i’r gwaith, Pob categori: 16 i 74 oed"
WP7101EW0074,Count,Person,"Pob dull arall o deithio i’r gwaith, 16 i 19 oed"
WP7101EW0075,Count,Person,"Pob dull arall o deithio i’r gwaith, 20 i 24 oed"
WP7101EW0076,Count,Person,"Pob dull arall o deithio i’r gwaith, 25 i 29 oed"
WP7101EW0077,Count,Person,"Pob dull arall o deithio i’r gwaith, 30 i 34 oed"
WP7101EW0078,Count,Person,"Pob dull arall o deithio i’r gwaith, 35 i 39 oed"
WP7101EW0079,Count,Person,"Pob dull arall o deithio i’r gwaith, 40 i 44 oed"
WP7101EW0080,Count,Person,"Pob dull arall o deithio i’r gwaith, 45 i 49 oed"
WP7101EW0081,Count,Person,"Pob dull arall o deithio i’r gwaith, 50 i 54 oed"
WP7101EW0082,Count,Person,"Pob dull arall o deithio i’r gwaith, 55 i 59 oed"
WP7101EW0083,Count,Person,"Pob dull arall o deithio i’r gwaith, 60 i 64 oed"
WP7101EW0084,Count,Person,"Pob dull arall o deithio i’r gwaith, 65 i 74 oed"
