GeographyCode,WP102EW0001,WP102EW0002,WP102EW0003
E33008649,454,234.41,1.936777441
E33008650,794,143.36,5.538504464
E33008651,318,1733.7,0.183422737
E33008652,286,260,1.1
E33008653,300,66.98,4.47894894
E33008654,574,82.49,6.958419202
E33008655,332,1000.79,0.331737927
E33008656,283,403.69,0.701032971
E33008657,603,76.19,7.914424465
E33008658,489,27.99,17.47052519
E33008659,260,343.96,0.755901849
E33008660,301,32.65,9.21898928
E33008661,398,909.28,0.437708957
E33008662,266,171.15,1.554192229
E33008663,321,260.25,1.233429395
E33008664,369,135.76,2.718031821
E33008665,285,42.72,6.671348315
E33008666,303,64.19,4.720361427
E33008667,469,139.35,3.365626121
E33008668,311,154.44,2.013727014
E33008669,381,78.5,4.853503185
E33008670,256,172.4,1.484918794
E33008671,1282,60.5,21.19008264
E33008672,287,47.42,6.052298608
E33008673,259,45.41,5.703589518
E33008674,483,103.58,4.663062367
E33008675,263,32.14,8.182949596
E33008676,234,30.67,7.629605478
E33008677,325,138.06,2.354048964
E33008678,245,29.28,8.367486339
E33008679,293,7.81,37.51600512
E33008680,479,52.92,9.051398337
E33008681,286,27.35,10.45703839
E33008682,317,13.33,23.78094524
E33008683,297,71.9,4.130737135
E33008684,360,36.55,9.849521204
E33008685,1349,28.14,47.93887704
E33008686,261,16.11,16.20111732
E33008687,339,70.39,4.816025004
E33008688,318,46.73,6.805050289
E33008689,486,38.66,12.57113295
E33008690,288,17.19,16.7539267
E33008691,378,78.54,4.812834225
E33008692,261,109.54,2.382691254
E33008693,534,62.21,8.583828966
E33008694,336,127.34,2.638605309
E33008695,232,364.37,0.636715427
E33008696,377,187.91,2.006279602
E33008697,436,282.55,1.543089719
E33008698,299,383.9,0.778848659
E33008699,254,1325.92,0.191565102
E33008700,355,47.61,7.456416719
E33008701,290,64.54,4.493337465
E33008702,460,607.65,0.757014729
E33008703,604,85.62,7.054426536
E33008704,276,51.25,5.385365854
E33008705,466,53.49,8.711908768
E33008706,380,137.65,2.760624773
E33008707,723,23.31,31.01673102
E33008708,310,9.11,34.02854007
E33008709,483,28.35,17.03703704
E33008710,243,20.71,11.7334621
E33008711,631,19.43,32.47555327
E33008712,236,25.62,9.211553474
E33008713,246,10.27,23.95326193
E33008714,672,172.37,3.898590242
E33008715,235,24.81,9.471987102
E33008716,877,44.48,19.71672662
E33008717,300,102.17,2.936282666
E33008718,1308,108.19,12.08984194
E33008719,399,66.1,6.036308623
E33008720,1179,44.82,26.30522088
E33008721,370,8.6,43.02325581
E33008722,295,97.68,3.02006552
E33008723,414,28.46,14.54673226
E33008724,431,90.22,4.777211261
E33008725,263,37.19,7.071793493
E33008726,344,54.89,6.267079614
E33008727,406,156.01,2.602397282
E33008728,367,112.5,3.262222222
E33008729,330,60.61,5.444646098
E33008730,245,62.64,3.911238825
E33008731,253,233.36,1.08416181
E33008732,450,445.46,1.010191712
E33008733,289,1449.81,0.199336465
E33008734,417,97.4,4.281314168
E33008735,609,352.33,1.728493174
E33008736,405,678,0.597345133
E33008737,408,1294.14,0.315267282
E33008738,272,204.65,1.329098461
E33008739,749,1267.75,0.590810491
E33008740,288,443.88,0.648824006
E33008741,297,1670.5,0.177791081
E33008742,273,658.5,0.414578588
E33008743,435,938.97,0.463273587
E33008744,275,2999.99,0.091666972
E33008745,308,2114.58,0.145655402
E33008746,539,432.09,1.247425305
E33008747,442,532.34,0.830296427
E33008748,264,128.92,2.04778157
E33008749,774,153.41,5.045303435
E33008750,361,61.57,5.863245087
E33008751,409,277.5,1.473873874
E33008752,367,188.08,1.95129732
E33008753,671,83.23,8.061996876
E33008754,316,68.66,4.602388581
E33008755,654,172.9,3.782533256
E33008756,288,738.99,0.389721106
E33008757,574,408.33,1.405725761
E33008758,271,703.27,0.385342756
E33008759,300,721.95,0.415541242
E33008760,278,29.71,9.357118815
E33008761,322,166.37,1.935445092
E33008762,247,67.76,3.645218418
E33008763,619,320.3,1.932563222
E33008764,614,54,11.37037037
E33008765,284,34.98,8.1189251
E33008766,403,13.74,29.33042213
E33008767,318,78.67,4.042201602
E33008768,449,25.04,17.9313099
E33008769,272,28.72,9.470752089
E33008770,273,1132.24,0.241114958
E33008771,263,1714.58,0.153390335
E33008772,701,447.37,1.566935646
E33008773,323,1041.37,0.310168336
E33008774,261,980.68,0.266141861
E33008775,1040,147.02,7.073867501
E33008776,290,53.73,5.397357156
E33008777,296,124.49,2.37770102
E33008778,1301,64.48,20.17679901
E33008779,714,57.04,12.51753156
E33008780,279,49.89,5.592303067
E33008781,536,42.36,12.65344665
E33008782,687,56.79,12.09720021
E33008783,295,53.22,5.543028936
E33008784,549,75.62,7.259984131
E33008785,484,22.02,21.98001817
E33008786,558,22.63,24.65753425
E33008787,250,87.54,2.855837332
E33008788,391,112.87,3.464162311
E33008789,496,672.47,0.737579372
E33008790,300,784.5,0.382409178
E33008791,776,253.44,3.061868687
E33008792,312,49.39,6.317068232
E33008793,274,58.8,4.659863946
E33008794,323,44.73,7.221104404
E33008795,1767,113.51,15.5669104
E33008796,437,328.76,1.329237133
E33008797,286,186.57,1.532936699
E33008798,324,492.79,0.657480874
E33008799,257,74.11,3.467818108
E33008800,388,105.79,3.667643445
E33008801,489,32.09,15.23839202
E33008802,326,15.53,20.9916291
E33008803,445,48.24,9.224709784
E33008804,521,14.83,35.13149022
E33008805,308,9.53,32.31899265
E33008806,386,44.64,8.646953405
E33008807,300,19.69,15.23616049
E33008808,254,81.48,3.117329406
E33008809,320,69.28,4.618937644
E33008810,693,136.85,5.063938619
E33008811,310,45.63,6.793776025
E33008812,325,639.96,0.50784424
E33008813,301,568.16,0.529780344
E33008814,248,985.68,0.251602954
E33008815,295,109.94,2.68328179
E33008816,368,140.84,2.612894064
E33008817,368,559.42,0.657824175
E33008818,432,207.04,2.086553323
E33008819,616,69.29,8.890171742
E33008820,238,4344.89,0.054776991
E33008821,770,951.78,0.809010486
E33008822,402,1633.29,0.246128979
E33008823,643,488.79,1.315493361
E33008824,243,1714.34,0.141745511
E33008825,269,236.88,1.135596082
E33008826,505,907.19,0.556663984
E33008827,246,520.07,0.473013248
E33008828,282,498.7,0.565470223
E33008829,378,865.32,0.436832617
E33008830,402,53.6,7.5
E33008831,345,414.64,0.832047077
E33008832,337,60.29,5.589650025
E33008833,347,80.63,4.303609079
E33008834,300,51.64,5.809450039
E33008835,635,21.38,29.70065482
E33008836,613,17.42,35.18943743
E33008837,422,26.53,15.90652092
E33008838,425,69.71,6.096686272
E33008839,292,1853.43,0.15754574
E33008840,472,1551.56,0.304209956
E33008841,228,440.88,0.517147523
E33008842,297,1546.77,0.192013034
E33008843,368,1206.5,0.305014505
E33008844,338,148.71,2.272880102
E33008845,240,1993.3,0.120403351
E33008846,528,125.02,4.223324268
E33008847,553,63.06,8.769425944
E33008848,308,33.45,9.207772795
E33008849,281,51.64,5.441518203
E33008850,363,27.92,13.00143266
E33008851,496,56.4,8.794326241
E33008852,494,37.42,13.20149653
E33008853,372,191.07,1.946930444
E33008854,363,190.8,1.902515723
E33008855,487,162.12,3.003947693
E33008856,237,19.66,12.05493388
E33008857,1357,27.74,48.9185292
E33008858,288,100.2,2.874251497
E33008859,439,75.89,5.784688365
E33008860,383,90.15,4.248474764
E33008861,286,77.29,3.700349334
E33008862,314,56.54,5.553590378
E33008863,454,161.79,2.806106682
E33008864,409,258.22,1.583920688
E33008865,298,21.91,13.60109539
E33008866,235,20.5,11.46341463
E33008867,554,14.13,39.20736023
E33008868,514,34.81,14.76587188
E33008869,247,27.69,8.920187793
E33008870,340,17.46,19.47308133
E33008871,394,21.91,17.98265632
E33008872,258,15.82,16.30847029
E33008873,347,36.75,9.442176871
E33008874,638,36.45,17.50342936
E33008875,400,137.24,2.914602157
E33008876,324,26.43,12.25879682
E33008877,361,65.14,5.541909733
E33008878,447,63.74,7.012864763
E33008879,335,42.74,7.838090781
E33008880,300,96.46,3.11009745
E33008881,430,61.28,7.016971279
E33008882,371,25.63,14.47522435
E33008883,248,614.04,0.403882483
E33008884,324,26.73,12.12121212
E33008885,497,73.75,6.738983051
E33008886,275,20.93,13.13903488
E33008887,304,277.93,1.093800597
E33008888,520,94.16,5.522514868
E33008889,465,31.84,14.60427136
E33008890,422,282.99,1.491218771
E33008891,396,58.22,6.801786328
E33008892,276,25.03,11.02676788
E33008893,428,14.25,30.03508772
E33008894,255,1.39,183.4532374
E33008895,256,3.54,72.31638418
E33008896,418,9.32,44.84978541
E33008897,543,11.77,46.13423959
E33008898,311,1.46,213.0136986
E33008899,272,1.66,163.8554217
E33008900,1150,4.01,286.7830424
E33008901,360,10.14,35.50295858
E33008902,344,2.59,132.8185328
E33008903,435,2.49,174.6987952
E33008904,300,5.35,56.07476636
E33008905,440,5.37,81.93668529
E33008906,974,5.91,164.8054146
E33008907,292,7.68,38.02083333
E33008908,358,5.29,67.67485822
E33008909,331,3.65,90.68493151
E33008910,302,11.18,27.01252236
E33008911,728,13.79,52.79187817
E33008912,957,1.98,483.3333333
E33008913,272,21.14,12.8666036
E33008914,596,6.37,93.56357928
E33008915,250,14.59,17.13502399
E33008916,300,13.93,21.53625269
E33008917,1114,31.01,35.92389552
E33008918,540,44.35,12.17587373
E33008919,811,23.11,35.09303332
E33008920,1102,4.18,263.6363636
E33008921,430,2.53,169.9604743
E33008922,376,11.99,31.35946622
E33008923,1019,2.56,398.046875
E33008924,1645,2.05,802.4390244
E33008925,585,2.06,283.9805825
E33008926,1140,22.27,51.18994163
E33008927,466,1.93,241.4507772
E33008928,1374,6.63,207.239819
E33008929,266,20.37,13.05841924
E33008930,377,13.59,27.74098602
E33008931,403,36.4,11.07142857
E33008932,394,22.95,17.16775599
E33008933,350,7.43,47.10632571
E33008934,310,12.58,24.64228935
E33008935,351,19.57,17.93561574
E33008936,269,22.32,12.05197133
E33008937,627,10.42,60.17274472
E33008938,425,24,17.70833333
E33008939,554,1.41,392.9078014
E33008940,1962,1.69,1160.946746
E33008941,492,6.29,78.21939587
E33008942,399,3.57,111.7647059
E33008943,485,1.86,260.7526882
E33008944,429,11.43,37.5328084
E33008945,690,6.38,108.1504702
E33008946,440,14.27,30.83391731
E33008947,378,6.38,59.2476489
E33008948,365,2.59,140.9266409
E33008949,890,5.41,164.5101664
E33008950,631,3.31,190.6344411
E33008951,447,5.4,82.77777778
E33008952,540,3.96,136.3636364
E33008953,367,8.55,42.92397661
E33008954,274,23.85,11.4884696
E33008955,285,18.53,15.38046411
E33008956,4202,10.15,413.9901478
E33008957,521,19.68,26.47357724
E33008958,504,8.03,62.76463263
E33008959,370,8.76,42.23744292
E33008960,289,10.38,27.84200385
E33008961,473,3.22,146.8944099
E33008962,622,2.6,239.2307692
E33008963,720,34.02,21.16402116
E33008964,963,8.99,107.1190211
E33008965,473,7.47,63.31994645
E33008966,675,68.76,9.816753927
E33008967,1013,41.33,24.51004113
E33008968,558,47.02,11.86729051
E33008969,229,15.24,15.02624672
E33008970,254,1.4,181.4285714
E33008971,461,8.18,56.35696822
E33008972,594,15.2,39.07894737
E33008973,420,4.3,97.6744186
E33008974,884,5.4,163.7037037
E33008975,461,2.16,213.4259259
E33008976,450,1.29,348.8372093
E33008977,397,1.73,229.4797688
E33008978,204,1.24,164.516129
E33008979,277,1.17,236.7521368
E33008980,204,1.25,163.2
E33008981,202,1.76,114.7727273
E33008982,579,1.48,391.2162162
E33008983,813,4.51,180.2660754
E33008984,290,1.07,271.0280374
E33008985,461,1.02,451.9607843
E33008986,331,0.51,649.0196078
E33008987,824,4.39,187.6993166
E33008988,339,35.98,9.421901056
E33008989,494,472.55,1.045392022
E33008990,1263,59.78,21.12746738
E33008991,792,107.82,7.34557596
E33008992,732,392.61,1.864445633
E33008993,312,3365.55,0.092704016
E33008994,257,253.8,1.012608353
E33008995,222,1895.1,0.117144214
E33008996,241,12.98,18.56702619
E33008997,316,23.7,13.33333333
E33008998,1198,32.5,36.86153846
E33008999,996,22.45,44.36525612
E33009000,860,28.04,30.67047076
E33009001,317,205.4,1.543330088
E33009002,996,14.12,70.53824363
E33009003,372,12.61,29.50039651
E33009004,1038,394.6,2.630511911
E33009005,1011,53.23,18.99304903
E33009006,656,8.76,74.88584475
E33009007,1949,25.06,77.77334397
E33009008,2007,69.51,28.87354338
E33009009,388,63.68,6.092964824
E33009010,202,99.92,2.021617294
E33009011,1326,55.46,23.90912369
E33009012,639,11.67,54.75578406
E33009013,555,29.77,18.64292912
E33009014,2082,98.86,21.06008497
E33009015,563,40.79,13.80240255
E33009016,352,17.25,20.4057971
E33009017,336,3.63,92.56198347
E33009018,218,2.89,75.43252595
E33009019,588,0.93,632.2580645
E33009020,245,14.76,16.59891599
E33009021,289,15.5,18.64516129
E33009022,821,27.81,29.52175476
E33009023,380,18.73,20.28830753
E33009024,452,8.53,52.989449
E33009025,672,5.98,112.3745819
E33009026,1148,388.87,2.95214339
E33009027,474,2863.53,0.165529958
E33009028,573,11.72,48.89078498
E33009029,1909,757.73,2.519367057
E33009030,449,12.83,34.99610288
E33009031,210,11.43,18.37270341
E33009032,580,27.99,20.72168632
E33009033,322,251.4,1.280827367
E33009034,376,82.77,4.542708711
E33009035,321,872.49,0.367912526
E33009036,1392,1347.42,1.033085452
E33009037,231,6.73,34.32392273
E33009038,1413,77.8,18.16195373
E33009039,246,40.99,6.001463772
E33009040,574,11.83,48.52071006
E33009041,206,97.3,2.117163412
E33009042,763,188.05,4.057431534
E33009043,208,0.76,273.6842105
E33009044,276,1.62,170.3703704
E33009045,351,1.29,272.0930233
E33009046,214,2.84,75.35211268
E33009047,323,0.86,375.5813953
E33009048,248,0.76,326.3157895
E33009049,1573,4.61,341.2147505
E33009050,673,0.97,693.814433
E33009051,553,1.38,400.7246377
E33009052,364,2.14,170.0934579
E33009053,208,2.08,100
E33009054,298,0.96,310.4166667
E33009055,1039,2.54,409.0551181
E33009056,582,7.57,76.88243065
E33009057,278,0.66,421.2121212
E33009058,736,0.19,3873.684211
E33009059,531,1.47,361.2244898
E33009060,482,3.34,144.3113772
E33009061,319,11.2,28.48214286
E33009062,228,0.93,245.1612903
E33009063,597,1.06,563.2075472
E33009064,410,2,205
E33009065,255,2.67,95.50561798
E33009066,271,1.48,183.1081081
E33009067,370,5.87,63.03236797
E33009068,399,48.03,8.307307933
E33009069,2454,25.55,96.04696673
E33009070,892,21.2,42.0754717
E33009071,247,1.13,218.5840708
E33009072,843,19.96,42.23446894
E33009073,224,1.1,203.6363636
E33009074,421,1.38,305.0724638
E33009075,236,0.86,274.4186047
E33009076,273,1.99,137.1859296
E33009077,198,1.47,134.6938776
E33009078,265,0.78,339.7435897
E33009079,211,4.38,48.17351598
E33009080,211,1.11,190.0900901
E33009081,333,27.6,12.06521739
E33009082,401,20.33,19.72454501
E33009083,1388,141.66,9.798108146
E33009084,652,19.35,33.69509044
E33009085,930,234.73,3.961998892
E33009086,3858,33.13,116.4503471
E33009087,668,79.14,8.440737933
E33009088,251,33.53,7.485833582
E33009089,529,64.78,8.166100648
E33009090,962,33.54,28.68217054
E33009091,357,6.05,59.00826446
E33009092,818,38.17,21.43044276
E33009093,532,17.94,29.65440357
E33009094,916,38.64,23.70600414
E33009095,1309,51.71,25.31425256
E33009096,375,21.1,17.77251185
E33009097,237,14.1,16.80851064
E33009098,469,11.82,39.678511
E33009099,690,6.42,107.4766355
E33009100,303,29.02,10.44107512
E33009101,287,1.88,152.6595745
E33009102,1114,0.7,1591.428571
E33009103,800,1.87,427.8074866
E33009104,476,13.52,35.20710059
E33009105,472,20.05,23.54114713
E33009106,338,8.35,40.47904192
E33009107,230,6.88,33.43023256
E33009108,466,8.4,55.47619048
E33009109,280,37.29,7.508715473
E33009110,413,115.8,3.566493955
E33009111,705,47,15
E33009112,477,27.22,17.5238795
E33009113,341,49.52,6.886106624
E33009114,1508,505.19,2.985015539
E33009115,1673,28.01,59.72866833
E33009116,255,9.66,26.39751553
E33009117,255,4.57,55.79868709
E33009118,255,8.85,28.81355932
E33009119,215,3.37,63.79821958
E33009120,251,32.52,7.718327183
E33009121,380,16.19,23.47127857
E33009122,389,8.1,48.02469136
E33009123,274,15.33,17.87345075
E33009124,550,35.85,15.34170153
E33009125,583,20.89,27.90809
E33009126,201,12,16.75
E33009127,5046,137.12,36.79988331
E33009128,609,7.27,83.76891334
E33009129,1772,24.62,71.97400487
E33009130,552,141.07,3.912951017
E33009131,601,7.07,85.00707214
E33009132,229,3.25,70.46153846
E33009133,687,3.48,197.4137931
E33009134,772,21.94,35.18687329
E33009135,319,6.6,48.33333333
E33009136,705,49.03,14.37895166
E33009137,245,15.49,15.81665591
E33009138,260,9.95,26.13065327
E33009139,665,13.2,50.37878788
E33009140,609,40.18,15.15679443
E33009141,479,9.7,49.3814433
E33009142,590,8.84,66.74208145
E33009143,399,2.05,194.6341463
E33009144,776,5.85,132.6495726
E33009145,2136,3.02,707.2847682
E33009146,652,3.4,191.7647059
E33009147,473,3.14,150.6369427
E33009148,266,2.42,109.9173554
E33009149,5251,3.57,1470.868347
E33009150,1055,2.16,488.4259259
E33009151,656,4.43,148.0812641
E33009152,222,6.42,34.57943925
E33009153,358,4.08,87.74509804
E33009154,279,7.71,36.18677043
E33009155,661,7.99,82.72841051
E33009156,244,3.51,69.51566952
E33009157,666,15.66,42.52873563
E33009158,311,6.42,48.4423676
E33009159,557,12.52,44.48881789
E33009160,315,19.77,15.93323217
E33009161,601,7.4,81.21621622
E33009162,1482,7.73,191.7205692
E33009163,297,17.35,17.11815562
E33009164,379,9.05,41.87845304
E33009165,263,10.26,25.63352827
E33009166,275,12.9,21.31782946
E33009167,394,12.69,31.04806935
E33009168,1594,139.07,11.46185374
E33009169,720,26.46,27.21088435
E33009170,505,22.33,22.61531572
E33009171,7050,16.33,431.7207593
E33009172,265,10.49,25.26215443
E33009173,423,38.22,11.06750392
E33009174,155,18.28,8.479212254
E33009175,283,7.13,39.6914446
E33009176,719,11.52,62.41319444
E33009177,391,3.57,109.5238095
E33009178,447,5.6,79.82142857
E33009179,633,13.58,46.61266568
E33009180,1642,42.5,38.63529412
E33009181,359,15.14,23.71202114
E33009182,299,12.97,23.05319969
E33009183,574,4.09,140.3422983
E33009184,288,30.41,9.470568892
E33009185,687,15.29,44.93132767
E33009186,509,7.01,72.61055635
E33009187,900,53.93,16.68829965
E33009188,592,16.02,36.95380774
E33009189,549,5.15,106.6019417
E33009190,872,26.24,33.23170732
E33009191,346,11.71,29.54739539
E33009192,508,12.36,41.10032362
E33009193,530,9.42,56.26326964
E33009194,912,15.95,57.17868339
E33009195,860,50.09,17.16909563
E33009196,1187,2.75,431.6363636
E33009197,540,27.2,19.85294118
E33009198,321,4.14,77.53623188
E33009199,323,14.8,21.82432432
E33009200,1470,17.25,85.2173913
E33009201,407,21.04,19.34410646
E33009202,279,7.81,35.7234315
E33009203,277,45.58,6.077226854
E33009204,477,9.6,49.6875
E33009205,631,10.16,62.10629921
E33009206,541,6.71,80.62593145
E33009207,277,2.25,123.1111111
E33009208,305,7.45,40.93959732
E33009209,502,17.03,29.47739284
E33009210,744,4.64,160.3448276
E33009211,262,12.41,21.11200645
E33009212,513,31.29,16.39501438
E33009213,644,4.32,149.0740741
E33009214,3615,11.11,325.3825383
E33009215,902,30.22,29.84778293
E33009216,277,3.38,81.95266272
E33009217,267,8.76,30.47945205
E33009218,602,3.63,165.8402204
E33009219,565,2.88,196.1805556
E33009220,828,43.32,19.11357341
E33009221,297,1.64,181.097561
E33009222,229,13.12,17.45426829
E33009223,837,23.14,36.17113224
E33009224,438,7.59,57.70750988
E33009225,637,8.59,74.15599534
E33009226,221,5.47,40.40219378
E33009227,628,7.54,83.28912467
E33009228,1017,22.27,45.66681634
E33009229,328,12.12,27.06270627
E33009230,375,6.29,59.61844197
E33009231,353,3.38,104.4378698
E33009232,634,8.29,76.47768396
E33009233,513,14.24,36.0252809
E33009234,564,5.56,101.4388489
E33009235,695,12.1,57.43801653
E33009236,338,7.59,44.53227931
E33009237,267,4.09,65.28117359
E33009238,1009,136.6,7.386530015
E33009239,228,10.73,21.24883504
E33009240,375,4.84,77.47933884
E33009241,558,5.09,109.6267191
E33009242,369,14.61,25.25667351
E33009243,754,15.73,47.9338843
E33009244,251,7.61,32.98291721
E33009245,278,10.92,25.45787546
E33009246,206,2.89,71.28027682
E33009247,735,46.42,15.83369237
E33009248,700,55.49,12.61488556
E33009249,266,12.29,21.64361269
E33009250,331,10.47,31.61413563
E33009251,294,24.27,12.11372064
E33009252,288,21.45,13.42657343
E33009253,404,10.45,38.66028708
E33009254,381,7.8,48.84615385
E33009255,1577,16.96,92.98349057
E33009256,711,12.87,55.24475524
E33009257,250,4.11,60.82725061
E33009258,381,13.2,28.86363636
E33009259,765,13.41,57.04697987
E33009260,291,7.97,36.5119197
E33009261,1037,19.07,54.37860514
E33009262,332,12.15,27.32510288
E33009263,536,13.82,38.78437048
E33009264,4290,32.2,133.2298137
E33009265,1226,10.23,119.8435973
E33009266,920,74.4,12.3655914
E33009267,381,11.56,32.95847751
E33009268,386,453.49,0.851176432
E33009269,369,20.08,18.37649402
E33009270,217,1.64,132.3170732
E33009271,240,13.65,17.58241758
E33009272,202,0.84,240.4761905
E33009273,452,1.25,361.6
E33009274,339,5.82,58.24742268
E33009275,469,4.59,102.1786492
E33009276,570,7.46,76.4075067
E33009277,341,10.88,31.34191176
E33009278,708,12.82,55.22620905
E33009279,525,39.91,13.15459785
E33009280,483,5.58,86.55913978
E33009281,456,15.82,28.82427307
E33009282,902,22.39,40.28584189
E33009283,207,2.99,69.23076923
E33009284,484,2.02,239.6039604
E33009285,225,1.9,118.4210526
E33009286,262,9.25,28.32432432
E33009287,535,5.86,91.29692833
E33009288,249,1.21,205.785124
E33009289,312,0.94,331.9148936
E33009290,257,7.14,35.99439776
E33009291,249,3.08,80.84415584
E33009292,767,7.95,96.47798742
E33009293,226,1.01,223.7623762
E33009294,249,0.71,350.7042254
E33009295,248,5.77,42.98093588
E33009296,975,3.71,262.8032345
E33009297,215,6.63,32.42835596
E33009298,216,4.56,47.36842105
E33009299,858,8.01,107.1161049
E33009300,208,12.3,16.91056911
E33009301,417,6.79,61.41384389
E33009302,562,20.55,27.34793187
E33009303,944,14.19,66.52572234
E33009304,375,25.42,14.75216365
E33009305,1180,24.11,48.94234757
E33009306,446,11.07,40.28906956
E33009307,254,14.85,17.1043771
E33009308,366,3.92,93.36734694
E33009309,284,5.14,55.25291829
E33009310,258,3.01,85.71428571
E33009311,482,2.89,166.7820069
E33009312,215,5.37,40.03724395
E33009313,228,5.07,44.9704142
E33009314,321,4.83,66.45962733
E33009315,376,6.23,60.35313002
E33009316,5054,12.01,420.8159867
E33009317,1092,52.34,20.86358426
E33009318,383,50.4,7.599206349
E33009319,640,17.05,37.53665689
E33009320,359,67.47,5.320883356
E33009321,1603,58.37,27.46273771
E33009322,212,632.48,0.335188464
E33009323,229,6.45,35.50387597
E33009324,1087,18.09,60.08844666
E33009325,423,12.03,35.16209476
E33009326,476,17.05,27.91788856
E33009327,493,3.91,126.0869565
E33009328,463,11.8,39.23728814
E33009329,306,44.47,6.8810434
E33009330,224,1.17,191.4529915
E33009331,216,2.23,96.86098655
E33009332,131,5.74,22.82229965
E33009333,452,2.72,166.1764706
E33009334,365,8.59,42.49126892
E33009335,242,7.32,33.06010929
E33009336,294,5.6,52.5
E33009337,330,6.93,47.61904762
E33009338,831,33.91,24.50604541
E33009339,244,8.76,27.85388128
E33009340,387,17.52,22.0890411
E33009341,530,6.89,76.92307692
E33009342,263,9.82,26.78207739
E33009343,376,6.4,58.75
E33009344,659,10.51,62.70218839
E33009345,295,12.01,24.56286428
E33009346,218,8.18,26.65036675
E33009347,258,5.48,47.08029197
E33009348,255,8.24,30.94660194
E33009349,494,15.36,32.16145833
E33009350,327,225,1.453333333
E33009351,312,62.35,5.004009623
E33009352,564,7.59,74.3083004
E33009353,300,3.5,85.71428571
E33009354,289,88.99,3.247555905
E33009355,638,38.41,16.61025775
E33009356,823,33.23,24.76677701
E33009357,1146,14.7,77.95918367
E33009358,274,106.16,2.581009797
E33009359,419,16.04,26.12219451
E33009360,246,18.7,13.15508021
E33009361,968,83.86,11.54304794
E33009362,430,3.12,137.8205128
E33009363,219,8.88,24.66216216
E33009364,660,21.91,30.1232314
E33009365,297,31.29,9.491850431
E33009366,380,2.24,169.6428571
E33009367,253,15.19,16.65569454
E33009368,366,1.98,184.8484848
E33009369,196,8,24.5
E33009370,260,1.55,167.7419355
E33009371,244,2.22,109.9099099
E33009372,659,8.9,74.04494382
E33009373,355,9.19,38.6289445
E33009374,310,6.74,45.99406528
E33009375,227,8.06,28.16377171
E33009376,229,15.25,15.01639344
E33009377,333,4.97,67.00201207
E33009378,897,1.63,550.3067485
E33009379,433,2.3,188.2608696
E33009380,487,1.53,318.3006536
E33009381,225,4.33,51.9630485
E33009382,840,2.66,315.7894737
E33009383,298,2.99,99.66555184
E33009384,280,11.19,25.02234138
E33009385,293,1.31,223.6641221
E33009386,565,1.54,366.8831169
E33009387,428,9.26,46.22030238
E33009388,298,0.58,513.7931034
E33009389,341,1.64,207.9268293
E33009390,593,1.44,411.8055556
E33009391,476,2.04,233.3333333
E33009392,546,0.2,2730
E33009393,417,3.74,111.4973262
E33009394,211,1.75,120.5714286
E33009395,3711,3.05,1216.721311
E33009396,356,1.84,193.4782609
E33009397,222,3.78,58.73015873
E33009398,293,1.07,273.8317757
E33009399,319,2.96,107.7702703
E33009400,215,5.79,37.13298791
E33009401,247,4.17,59.23261391
E33009402,990,31.59,31.33903134
E33009403,533,5.39,98.88682746
E33009404,399,0.56,712.5
E33009405,263,11.34,23.19223986
E33009406,922,11.16,82.61648746
E33009407,366,8.57,42.70711785
E33009408,294,6.11,48.11783961
E33009409,655,7.27,90.09628611
E33009410,263,6.03,43.61525705
E33009411,243,6.35,38.26771654
E33009412,1052,7.11,147.9606188
E33009413,856,59.07,14.49128153
E33009414,690,8.45,81.65680473
E33009415,568,11.13,51.03324349
E33009416,1197,46.42,25.78629901
E33009417,886,18.04,49.11308204
E33009418,227,3.43,66.18075802
E33009419,436,7.38,59.07859079
E33009420,254,14.97,16.96726787
E33009421,456,11.31,40.31830239
E33009422,335,5.38,62.26765799
E33009423,280,3.42,81.87134503
E33009424,281,2.15,130.6976744
E33009425,246,39.88,6.168505517
E33009426,364,9.2,39.56521739
E33009427,363,7.82,46.41943734
E33009428,262,7.47,35.07362784
E33009429,1092,79.91,13.66537355
E33009430,219,17.61,12.43611584
E33009431,746,29.35,25.41737649
E33009432,317,7.22,43.90581717
E33009433,447,41.36,10.80754352
E33009434,785,37.55,20.90545939
E33009435,791,20.66,38.28654405
E33009436,259,6.15,42.11382114
E33009437,619,8.49,72.90930506
E33009438,206,10.59,19.4523135
E33009439,515,9.66,53.3126294
E33009440,570,3.19,178.6833856
E33009441,375,17.65,21.24645892
E33009442,559,7.18,77.8551532
E33009443,278,4.16,66.82692308
E33009444,1425,14.3,99.65034965
E33009445,456,4.32,105.5555556
E33009446,407,4.11,99.02676399
E33009447,770,20.58,37.41496599
E33009448,805,0.61,1319.672131
E33009449,273,1.15,237.3913043
E33009450,309,0.98,315.3061224
E33009451,497,1.22,407.3770492
E33009452,398,0.83,479.5180723
E33009453,219,0.58,377.5862069
E33009454,201,0.39,515.3846154
E33009455,414,1.29,320.9302326
E33009456,224,0.51,439.2156863
E33009457,264,2.15,122.7906977
E33009458,326,0.88,370.4545455
E33009459,533,1.05,507.6190476
E33009460,311,1.32,235.6060606
E33009461,255,0.81,314.8148148
E33009462,893,4.39,203.4168565
E33009463,686,0.5,1372
E33009464,217,0.61,355.7377049
E33009465,253,2.46,102.8455285
E33009466,1329,12.89,103.1031808
E33009467,200,1.64,121.9512195
E33009468,271,5.59,48.47942755
