ColumnVariableCode,ColumnVariableMeasurementUnitValue,ColumnVariableStatisticalUnitValue,ColumnVariableCodeValue,ColumnVariableParentCodeValue
GeographyCode,,,Geography Code
WP6604EW0001,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0002,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0003,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0004,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0005,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0006,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
WP6604EW0007,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttMPJU",
WP6604EW0008,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttlVgu",
WP6604EW0009,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_R38H8eTt, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuAc8b",
WP6604EW0010,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0011,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0012,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0013,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0014,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0015,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
WP6604EW0016,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttMPJU",
WP6604EW0017,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttlVgu",
WP6604EW0018,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_1, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuAc8b",
WP6604EW0019,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0020,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0021,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0022,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0023,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0024,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
WP6604EW0025,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttMPJU",
WP6604EW0026,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttlVgu",
WP6604EW0027,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_2, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuAc8b",
WP6604EW0028,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0029,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0030,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0031,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0032,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0033,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
WP6604EW0034,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttMPJU",
WP6604EW0035,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttlVgu",
WP6604EW0036,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_3, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuAc8b",
WP6604EW0037,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0038,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0039,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0040,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0041,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0042,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
WP6604EW0043,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttMPJU",
WP6604EW0044,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTttlVgu",
WP6604EW0045,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_4, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuAc8b",
WP6604EW0046,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtuMfSU",
WP6604EW0047,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtqpkRj",
WP6604EW0048,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_03",
WP6604EW0049,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_06",
WP6604EW0050,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsO9ez",
WP6604EW0051,count,F_PERSON_F@5f@PERSON,"F@5f@PERSON_OCCPUK113@5f@T010A|C_OCCPUK11_2_5, F@5f@PERSON_INDGPUK11@5f@T009A|C_INDGPUK11_TTtsvICy",
