DatasetId,DatasetTitle,StatisticalPopulations,Annotations
WP7102EW,Pellter teithio i'r gwaith yn ôl oedran (Poblogaeth y gweithle),Pob preswylydd arferol rhwng 16 a 74 oed mewn cyflogaeth yn yr ardal yn yr wythnos cyn y cyfrifiad,
