ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
WP7102EW0063,Count,Person,"60km a throsodd, 20 i 24 oed"
WP7102EW0064,Count,Person,"60km a throsodd, 25 i 29 oed"
WP7102EW0065,Count,Person,"60km a throsodd, 30 i 34 oed"
WP7102EW0066,Count,Person,"60km a throsodd, 35 i 39 oed"
WP7102EW0067,Count,Person,"60km a throsodd, 40 i 44 oed"
WP7102EW0068,Count,Person,"60km a throsodd, 45 i 49 oed"
WP7102EW0069,Count,Person,"60km a throsodd, 50 i 54 oed"
WP7102EW0070,Count,Person,"60km a throsodd, 55 i 59 oed"
WP7102EW0071,Count,Person,"60km a throsodd, 60 i 64 oed"
WP7102EW0072,Count,Person,"60km a throsodd, 65 i 74 oed"
WP7102EW0073,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, Pob categori: 16 i 74 oed"
WP7102EW0074,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 16 i 19 oed"
WP7102EW0075,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 20 i 24 oed"
WP7102EW0076,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 25 i 29 oed"
WP7102EW0077,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 30 i 34 oed"
WP7102EW0078,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 35 i 39 oed"
WP7102EW0079,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 40 i 44 oed"
WP7102EW0080,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 45 i 49 oed"
WP7102EW0081,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 50 i 54 oed"
WP7102EW0082,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 55 i 59 oed"
WP7102EW0083,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 60 i 64 oed"
WP7102EW0084,Count,Person,"Gweithio’n bennaf gartref neu o’r cartref, 65 i 74 oed"
WP7102EW0085,Count,Person,"Dim gweithle penodol, Pob categori: 16 i 74 oed"
WP7102EW0086,Count,Person,"Dim gweithle penodol, 16 i 19 oed"
WP7102EW0087,Count,Person,"Dim gweithle penodol, 20 i 24 oed"
WP7102EW0088,Count,Person,"Dim gweithle penodol, 25 i 29 oed"
WP7102EW0089,Count,Person,"Dim gweithle penodol, 30 i 34 oed"
WP7102EW0090,Count,Person,"Dim gweithle penodol, 35 i 39 oed"
WP7102EW0091,Count,Person,"Dim gweithle penodol, 40 i 44 oed"
WP7102EW0092,Count,Person,"Dim gweithle penodol, 45 i 49 oed"
WP7102EW0093,Count,Person,"Dim gweithle penodol, 50 i 54 oed"
WP7102EW0094,Count,Person,"Dim gweithle penodol, 55 i 59 oed"
WP7102EW0095,Count,Person,"Dim gweithle penodol, 60 i 64 oed"
WP7102EW0096,Count,Person,"Dim gweithle penodol, 65 i 74 oed"
